STATE,DISTRICT,TEH_NAME,BLOCK_NAME,LAT,LON,SITE_NAME,SITE_TYPE,WLCODE,YEAR_OBS,MONSOON,POMRB,POMKH,PREMON,TOTAL
TN,Chennai,Chennai,Chennai,13.025,80.26916667,Mandaveli,Dug Well,W01772,2001,4.4,3.45,1.85,4.25,13.95
TN,Chennai,Chennai,Chennai,13.05,80.21666667,Kodambakkam,Dug Well,W01771,2001,NA,8.45,8.36,8.66,25.47
TN,Chennai,Chennai,Chennai,13.02222222,80.225,Guindy(CLRI),Bore Well,W01768,2001,NA,7.6,NA,9.16,16.76
TN,Chennai,Chennai,Chennai,13.0625,80.27916667,Chepauk,Dug Well,W01767,2001,2.52,2.72,1.2,2.75,9.19
TN,Chennai,Chennai,Chennai,13.03333333,80.28055556,Santhome,Dug Well,W01775,2000,2.74,3.14,2.7,3.35,11.93
TN,Chennai,Chennai,Chennai,13.08333333,80.27083333,Vepery,Dug Well,W01783,2000,5.9,3.28,5.37,6.96,21.51
TN,Chennai,Chennai,Chennai,13.025,80.26916667,Mandaveli,Dug Well,W01772,2000,3.15,2.14,2.84,3.17,11.3
TN,Chennai,Chennai,Chennai,13.00555556,80.24861111,Taramani,Dug Well,W01776,2000,NA,6.15,1.09,2.62,9.86
TN,Chennai,Chennai,Chennai,13.11666667,80.26666667,Tondiarpet-1,Dug Well,W01780,2000,4.6,5.19,5.31,4.2,19.3
TN,Chennai,Chennai,Chennai,13.12083333,80.26666667,Perambur,Dug Well,W01773,2000,5,5.05,NA,7,17.05
TN,Chennai,Chennai,Chennai,13.06666667,80.22777778,Aminjikarai,Dug Well,W01765,2000,12.74,8.58,NA,8.94,30.26
TN,Chennai,Chennai,Chennai,13.10138889,80.22777778,Villivakkam,Dug Well,W01784,2000,3.32,2.12,3.38,6.4,15.22
TN,Chennai,Chennai,Chennai,13.05833333,80.25972222,Thousand Lights,Dug Well,W01778,2000,5.9,5.5,6.16,5.9,23.46
TN,Chennai,Chennai,Chennai,13.02222222,80.225,Guindy(CLRI),Bore Well,W01768,2000,NA,5.44,7.95,7.05,20.44
TN,Chennai,Chennai,Chennai,13.025,80.25833333,Alwarpet,Dug Well,W01764,2000,3.77,2.87,3.4,3.71,13.75
TN,Chennai,Chennai,Chennai,13.07777778,80.22916667,Thiyagarayanagar,Dug Well,W01777,2000,9.04,6.14,9.13,7.94,32.25
TN,Chennai,Chennai,Chennai,13.0625,80.27916667,Chepauk,Dug Well,W01767,2000,2.5,2.02,1.77,2.73,9.02
TN,Chennai,Chennai,Chennai,13.05,80.21666667,Kodambakkam,Dug Well,W01771,2000,7.16,6.66,7.97,6.51,28.3
TN,Chennai,Chennai,Chennai,13.0625,80.27916667,Chepauk,Dug Well,W01767,1999,2.08,2.4,1.2,2.76,8.44
TN,Chennai,Chennai,Chennai,13.12083333,80.26666667,Perambur,Dug Well,W01773,1999,4.96,3.7,2.15,5.6,16.41
TN,Chennai,Chennai,Chennai,13.07777778,80.22916667,Thiyagarayanagar,Dug Well,W01777,1999,5.64,4.44,5.22,5.53,20.83
TN,Chennai,Chennai,Chennai,13.08333333,80.27083333,Vepery,Dug Well,W01783,1999,2.16,5.44,'0.96,3.16,10.76
TN,Chennai,Chennai,Chennai,13.05833333,80.25972222,Thousand Lights,Dug Well,W01778,1999,5.78,5.1,4.85,5.68,21.41
TN,Chennai,Chennai,Chennai,13.025,80.26916667,Mandaveli,Dug Well,W01772,1999,1.98,1.92,1.05,3.31,8.26
TN,Chennai,Chennai,Chennai,13.11666667,80.26666667,Tondiarpet-1,Dug Well,W01780,1999,5.13,4.37,4.23,4.93,18.66
TN,Chennai,Chennai,Chennai,13.025,80.25833333,Alwarpet,Dug Well,W01764,1999,2.79,3.27,2.05,3.04,11.15
TN,Chennai,Chennai,Chennai,13.00555556,80.24861111,Taramani,Dug Well,W01776,1999,NA,4.55,1.06,2.2,7.81
TN,Chennai,Chennai,Chennai,13.05,80.21666667,Kodambakkam,Dug Well,W01771,1999,4.7,4.56,3.34,4.58,17.18
TN,Chennai,Chennai,Chennai,13.06666667,80.22777778,Aminjikarai,Dug Well,W01765,1999,NA,7.4,7.19,8.74,23.33
TN,Chennai,Chennai,Chennai,13.03333333,80.28055556,Santhome,Dug Well,W01775,1999,2.17,3.48,2.19,2.8,10.64
TN,Chennai,Chennai,Chennai,13.02222222,80.225,Guindy(CLRI),Bore Well,W01768,1999,NA,NA,4.05,NA,4.05
TN,Chennai,Chennai,Chennai,13.10138889,80.22777778,Villivakkam,Dug Well,W01784,1999,3.75,2.24,'0.97,3.51,9.5
TN,Chennai,Chennai,Chennai,13.05833333,80.25972222,Thousand Lights,Dug Well,W01778,1998,5.2,3.7,4.57,4.68,18.15
TN,Chennai,Chennai,Chennai,13.12083333,80.26666667,Perambur,Dug Well,W01773,1998,4.6,2.9,3.15,4.75,15.4
TN,Chennai,Chennai,Chennai,13.025,80.26916667,Mandaveli,Dug Well,W01772,1998,2.93,1.85,1.35,3.15,9.28
TN,Chennai,Chennai,Chennai,13.11666667,80.26666667,Tondiarpet-1,Dug Well,W01780,1998,3.7,2.03,3.87,3.43,13.03
TN,Chennai,Chennai,Chennai,13.05,80.21666667,Kodambakkam,Dug Well,W01771,1998,NA,2.44,4.04,4.6,11.08
TN,Chennai,Chennai,Chennai,13.025,80.25833333,Alwarpet,Dug Well,W01764,1998,3.37,2.17,1.77,3.12,10.43
TN,Chennai,Chennai,Chennai,13.0625,80.27916667,Chepauk,Dug Well,W01767,1998,2.43,2.29,'0.7,2.75,7.47
TN,Chennai,Chennai,Chennai,13.08333333,80.27083333,Vepery,Dug Well,W01783,1998,5.36,5.71,1.6,5.44,18.11
TN,Chennai,Chennai,Chennai,13.03333333,80.28055556,Santhome,Dug Well,W01775,1998,2.84,3.4,2.19,2.74,11.17
TN,Chennai,Chennai,Chennai,13.06666667,80.22777778,Aminjikarai,Dug Well,W01765,1998,8.84,5.69,6.84,8.29,29.66
TN,Chennai,Chennai,Chennai,13.00555556,80.24861111,Taramani,Dug Well,W01776,1998,1.75,2.75,'0.55,2.05,6.55
TN,Chennai,Chennai,Chennai,13.10138889,80.22777778,Villivakkam,Dug Well,W01784,1998,4.12,2.52,2.72,4.05,13.41
TN,Chennai,Chennai,Chennai,13.07777778,80.22916667,Thiyagarayanagar,Dug Well,W01777,1998,4.77,2.86,3.39,4.44,15.46
TN,Chennai,Chennai,Chennai,13.07777778,80.22916667,Thiyagarayanagar,Dug Well,W01777,1997,4.44,'0.54,'0.72,4.09,8.53
TN,Chennai,Chennai,Chennai,13.00555556,80.24861111,Taramani,Dug Well,W01776,1997,1.35,NA,NA,1.7,3.05
TN,Chennai,Chennai,Chennai,13.03333333,80.28055556,Santhome,Dug Well,W01775,1997,1.91,2.07,1.66,3.11,8.75
TN,Chennai,Chennai,Chennai,13.12083333,80.26666667,Perambur,Dug Well,W01773,1997,3.5,'0.67,1.57,3.6,8.67
TN,Chennai,Chennai,Chennai,13.025,80.26916667,Mandaveli,Dug Well,W01772,1997,2.92,1.06,'0.25,2.39,6.37
TN,Chennai,Chennai,Chennai,13.05,80.21666667,Kodambakkam,Dug Well,W01771,1997,4.49,'0.88,'0.64,3.94,8.43
TN,Chennai,Chennai,Chennai,13.0625,80.27916667,Chepauk,Dug Well,W01767,1997,2.33,1,'0.84,2.4,5.73
TN,Chennai,Chennai,Chennai,13.06666667,80.22777778,Aminjikarai,Dug Well,W01765,1997,7.54,3.47,4.09,6.96,22.06
TN,Chennai,Chennai,Chennai,13.025,80.25833333,Alwarpet,Dug Well,W01764,1997,3.07,'0.98,1.04,3,7.11
TN,Chennai,Chennai,Chennai,13.10138889,80.22777778,Villivakkam,Dug Well,W01784,1997,3.97,'0.29,'0.12,3.54,7.51
TN,Chennai,Chennai,Chennai,13.08333333,80.27083333,Vepery,Dug Well,W01783,1997,4.65,'0.84,1.54,4.89,11.08
TN,Chennai,Chennai,Chennai,13.11666667,80.26666667,Tondiarpet-1,Dug Well,W01780,1997,3.3,1.32,1.22,2.95,8.79
TN,Chennai,Chennai,Chennai,13.05833333,80.25972222,Thousand Lights,Dug Well,W01778,1997,4.75,3.22,3,4.64,15.61
TN,Chennai,Chennai,Chennai,13.12083333,80.26666667,Perambur,Dug Well,W01773,1996,3.06,3.15,1.33,5.75,13.29
TN,Chennai,Chennai,Chennai,13.11666667,80.26666667,Tondiarpet-1,Dug Well,W01780,1996,3.06,3.33,2.27,4.98,13.64
TN,Chennai,Chennai,Chennai,13.10138889,80.22777778,Villivakkam,Dug Well,W01784,1996,1.94,2.86,'0.5,4.58,9.38
TN,Chennai,Chennai,Chennai,13.025,80.26916667,Mandaveli,Dug Well,W01772,1996,2.67,2.71,1.35,3.65,10.38
TN,Chennai,Chennai,Chennai,13.05,80.21666667,Kodambakkam,Dug Well,W01771,1996,3.82,4.34,1.21,7.32,16.69
TN,Chennai,Chennai,Chennai,13.08333333,80.27083333,Vepery,Dug Well,W01783,1996,1.7,3.48,'0.8,5.16,10.34
TN,Chennai,Chennai,Chennai,13.07777778,80.22916667,Thiyagarayanagar,Dug Well,W01777,1996,5.06,5.02,2.8,6.9,19.78
TN,Chennai,Chennai,Chennai,13.0625,80.27916667,Chepauk,Dug Well,W01767,1996,1.19,1.85,1.27,2.6,6.91
TN,Chennai,Chennai,Chennai,13.03333333,80.28055556,Santhome,Dug Well,W01775,1996,2.1,2.46,2.35,3.1,10.01
TN,Chennai,Chennai,Chennai,13.06666667,80.22777778,Aminjikarai,Dug Well,W01765,1996,7.5,7.48,5.61,9.85,30.44
TN,Chennai,Chennai,Chennai,13.05833333,80.25972222,Thousand Lights,Dug Well,W01778,1996,5.75,5.66,5.04,10.02,26.47
TN,Chennai,Chennai,Chennai,13.00555556,80.24861111,Taramani,Dug Well,W01776,1996,1.15,1.59,1.15,4.03,7.92
TN,Chennai,Chennai,Chennai,13.025,80.25833333,Alwarpet,Dug Well,W01764,1996,3.6,3.47,1.85,5.04,13.96
